date,detrended_turnover,turnover_per_share,total_turnover,total_shares
1/01/2018,-0.2623327514174576,0.03335395811730657,2204595.6,66096970.9276
2/01/2018,0.170179199466915,0.041913839339100395,2770378.2,66096979.9876
3/01/2018,-0.18302253646702293,0.03475309765182824,2297074.8,66096979.9876
4/01/2018,-0.2574038826791903,0.033035752317848305,2183746.1,66102508.5486
5/01/2018,-0.20525028721057187,0.0338718754192434,2240415.1,66143816.1386
6/01/2018,0.074426004353461,0.039147296440176185,2589609.2,66150396.9746
7/01/2018,-0.27979844508469254,0.031849958636779585,2108246.9000000004,66193081.2546
8/01/2018,-0.35851526498641395,0.03003696410805154,1988239.9,66193104.3646
9/01/2018,0.28485123648608784,0.042929154048225025,2841615.9000000004,66193149.2246
10/01/2018,0.12419425989797124,0.039860262516865225,2636871.4,66152885.9446
11/01/2018,-0.2328472333048115,0.0325901426975753,2156240.1,66162339.9446
12/01/2018,-0.13581488255822866,0.034668709368939725,2293470.3999999994,66153901.94060001
1/01/2019,-0.36607242650608873,0.02966421704078468,1964553.0999999999,66226359.4316
2/01/2019,-0.11097082798691461,0.03412342826999799,2259748.0,66222771.7016
3/01/2019,-0.11884601245482108,0.03374004852977398,2234409.5,66224252.7016
4/01/2019,-0.3448788855661463,0.029078900006989865,1954250.2,67205093.7116
5/01/2019,-0.4416916802577383,0.027049780396846995,1815578.9999999998,67119916.4416
6/01/2019,-0.25084146980141175,0.030777316831579016,2065794.0,67120665.88859999
7/01/2019,-0.36624606033751406,0.028323766431637372,1947300.9,68751481.3646
8/01/2019,0.048504927544801985,0.036665266638088695,2520794.8,68751574.2046
9/01/2019,-0.009763243371259042,0.03554148000638084,2443532.6999999997,68751574.2046
10/01/2019,-0.2083048044972013,0.03141063434323378,2159216.8999999994,68741588.4826
11/01/2019,-0.16737107178068159,0.032065115873165094,2204207.0,68741588.4826
12/01/2019,-0.33770178980869847,0.02855474892752664,1962898.8,68741588.4826
1/01/2020,-0.6469485266931722,0.022132424325175797,1608084.9000000001,72657422.26760001
